Array Length: 134217728
Test Repetitions: 10
Sort Order: Ascending

Threads (CPU): 23

Timestamp,Array Length,Iteration,GPU Time (ms),CPU Time (ms),Is Correct
2024-10-25 10:00:06,134217728,0,0,9428.69,true
2024-10-25 10:00:16,134217728,1,0,9449.84,true
2024-10-25 10:00:26,134217728,2,0,9438.95,true
2024-10-25 10:00:36,134217728,3,0,9397.13,true
2024-10-25 10:00:46,134217728,4,0,9446.2,true
2024-10-25 10:00:57,134217728,5,0,9446.65,true
2024-10-25 10:01:07,134217728,6,0,9454.08,true
2024-10-25 10:01:17,134217728,7,0,9453.46,true
2024-10-25 10:01:27,134217728,8,0,9449.69,true
2024-10-25 10:01:37,134217728,9,0,9446.38,true
