Array Length: 2^12 = 4096
Threads:,1024

Timestamp,Array Length,Iteration,GPU Time (ms),CPU Time (ms),Is Correct
2024-10-17 21:13:41,4096,0,11.5958,3.88463,true
2024-10-17 21:13:41,4096,1,0.11568,3.05216,true
2024-10-17 21:13:41,4096,2,0.120832,5.17663,true
2024-10-17 21:13:41,4096,3,0.192512,3.7992,true
2024-10-17 21:13:41,4096,4,0.109568,3.34193,true


Array Length: 2^14 = 16384
Threads:,4096

Timestamp,Array Length,Iteration,GPU Time (ms),CPU Time (ms),Is Correct
2024-10-17 21:13:41,16384,0,1.70474,16.082,true
2024-10-17 21:13:41,16384,1,0.174144,13.4475,true
2024-10-17 21:13:41,16384,2,0.178112,12.075,true
2024-10-17 21:13:41,16384,3,0.178176,13.8625,true
2024-10-17 21:13:41,16384,4,0.174048,12.4185,true


Array Length: 2^16 = 65536
Threads:,16384

Timestamp,Array Length,Iteration,GPU Time (ms),CPU Time (ms),Is Correct
2024-10-17 21:13:41,65536,0,2.11738,67.1228,true
2024-10-17 21:13:41,65536,1,0.265024,56.6012,true
2024-10-17 21:13:41,65536,2,0.266176,57.729,true
2024-10-17 21:13:41,65536,3,0.26448,55.6741,true
2024-10-17 21:13:42,65536,4,0.264832,55.3157,true


Array Length: 2^18 = 262144
Threads:,65536

Timestamp,Array Length,Iteration,GPU Time (ms),CPU Time (ms),Is Correct
2024-10-17 21:13:42,262144,0,2.11722,310.265,true
2024-10-17 21:13:42,262144,1,0.600384,281.497,true
2024-10-17 21:13:43,262144,2,0.601632,284.028,true
2024-10-17 21:13:43,262144,3,0.603744,332.828,true
2024-10-17 21:13:43,262144,4,0.600928,310.378,true


Array Length: 2^20 = 1048576
Threads:,262144

Timestamp,Array Length,Iteration,GPU Time (ms),CPU Time (ms),Is Correct
2024-10-17 21:13:45,1048576,0,4.03181,1178.56,true
2024-10-17 21:13:46,1048576,1,1.85254,1168.54,true
2024-10-17 21:13:47,1048576,2,1.85318,1179.91,true
2024-10-17 21:13:48,1048576,3,1.87328,1210.12,true
2024-10-17 21:13:50,1048576,4,1.85466,1185.44,true


Array Length: 2^22 = 4194304
Threads:,1048576

Timestamp,Array Length,Iteration,GPU Time (ms),CPU Time (ms),Is Correct
2024-10-17 21:13:54,4194304,0,9.44986,4503.39,true
2024-10-17 21:13:59,4194304,1,7.68755,4501.27,true
2024-10-17 21:14:03,4194304,2,7.68794,4492.05,true
2024-10-17 21:14:08,4194304,3,7.68294,4588.62,true
2024-10-17 21:14:13,4194304,4,7.69843,4537.94,true


Array Length: 2^24 = 16777216
Threads:,4194304

Timestamp,Array Length,Iteration,GPU Time (ms),CPU Time (ms),Is Correct
2024-10-17 21:14:34,16777216,0,126.785,20195.6,true
2024-10-17 21:14:55,16777216,1,124.54,20992.5,true
2024-10-17 21:15:15,16777216,2,124.61,19820,true
2024-10-17 21:15:35,16777216,3,124.54,19683.8,true
2024-10-17 21:15:55,16777216,4,124.468,19643.3,true


Array Length: 2^26 = 67108864
Threads:,16777216

Timestamp,Array Length,Iteration,GPU Time (ms),CPU Time (ms),Is Correct
2024-10-17 21:17:27,67108864,0,592.567,89726,true
2024-10-17 21:18:58,67108864,1,590.08,89572,true
2024-10-17 21:20:29,67108864,2,590.419,89582.3,true
2024-10-17 21:22:00,67108864,3,589.437,89634.7,true
2024-10-17 21:23:32,67108864,4,590.297,89988.1,true


Array Length: 2^28 = 268435456
Threads:,67108864

Timestamp,Array Length,Iteration,GPU Time (ms),CPU Time (ms),Is Correct
2024-10-17 21:30:31,268435456,0,2757.56,411206,true
2024-10-17 21:37:28,268435456,1,2755.59,410244,true
2024-10-17 21:44:25,268435456,2,2755.63,411038,true
2024-10-17 21:51:21,268435456,3,2755.36,409555,true
2024-10-17 21:58:16,268435456,4,2755.53,408577,true


Array Length: 2^30 = 1073741824
Threads:,268435456

Timestamp,Array Length,Iteration,GPU Time (ms),CPU Time (ms),Is Correct
2024-10-17 22:28:58,1073741824,0,12671.2,1.80201e+06,true
2024-10-17 22:59:27,1073741824,1,12723.7,1.79457e+06,true
2024-10-17 23:31:26,1073741824,2,12710.6,1.88853e+06,true
2024-10-18 00:03:15,1073741824,3,12720.5,1.87463e+06,true
2024-10-18 00:35:28,1073741824,4,12660.8,1.89654e+06,true


