Array Length: 4194304
Test Repetitions: 10
Sort Order: Ascending

Threads (CPU): 25

Timestamp,Array Length,Iteration,GPU Time (ms),CPU Time (ms),Is Correct
2024-10-24 12:10:01,4194304,0,0,746.467,true
2024-10-24 12:10:02,4194304,1,0,758.573,true
2024-10-24 12:10:03,4194304,2,0,750.101,true
2024-10-24 12:10:04,4194304,3,0,746.234,true
2024-10-24 12:10:05,4194304,4,0,754.1,true
2024-10-24 12:10:05,4194304,5,0,740.52,true
2024-10-24 12:10:06,4194304,6,0,745.675,true
2024-10-24 12:10:07,4194304,7,0,752.35,true
2024-10-24 12:10:08,4194304,8,0,747.618,true
2024-10-24 12:10:09,4194304,9,0,745.233,true
