Array Length: 4194304
Test Repetitions: 10
Sort Order: Ascending

Threads (CPU): 1

Timestamp,Array Length,Iteration,GPU Time (ms),CPU Time (ms),Is Correct
2024-10-24 12:05:38,4194304,0,0,4475.34,true
2024-10-24 12:05:42,4194304,1,0,4509.82,true
2024-10-24 12:05:47,4194304,2,0,4570.51,true
2024-10-24 12:05:52,4194304,3,0,4716.3,true
2024-10-24 12:05:56,4194304,4,0,4372.28,true
2024-10-24 12:06:01,4194304,5,0,4384.84,true
2024-10-24 12:06:05,4194304,6,0,4339.08,true
2024-10-24 12:06:10,4194304,7,0,4368.46,true
2024-10-24 12:06:14,4194304,8,0,4392.17,true
2024-10-24 12:06:18,4194304,9,0,4406.46,true
