Array Length: 131072
Test Repetitions: 10
Sort Order: Ascending

Threads (CPU): 25

Timestamp,Array Length,Iteration,GPU Time (ms),CPU Time (ms),Is Correct
2024-10-24 12:05:25,131072,0,0,90.6576,true
2024-10-24 12:05:25,131072,1,0,89.9617,true
2024-10-24 12:05:25,131072,2,0,88.4725,true
2024-10-24 12:05:25,131072,3,0,89.5226,true
2024-10-24 12:05:25,131072,4,0,89.7187,true
2024-10-24 12:05:25,131072,5,0,88.4514,true
2024-10-24 12:05:25,131072,6,0,89.4417,true
2024-10-24 12:05:25,131072,7,0,90.3716,true
2024-10-24 12:05:26,131072,8,0,88.7638,true
2024-10-24 12:05:26,131072,9,0,91.5814,true
