Array Length: 2^22

Threads:,1
Timestamp,Array Length,Iteration,GPU Time (ms),CPU Time (ms),Is Correct
2024-10-18 15:53:43,4194304,0,0,4400.36,true
2024-10-18 15:53:48,4194304,1,0,4376.04,true
2024-10-18 15:53:52,4194304,2,0,4390.14,true
2024-10-18 15:53:57,4194304,3,0,4392.97,true
2024-10-18 15:54:01,4194304,4,0,4406.38,true


Threads:,2
Timestamp,Array Length,Iteration,GPU Time (ms),CPU Time (ms),Is Correct
2024-10-18 15:54:04,4194304,0,0,2368.86,true
2024-10-18 15:54:06,4194304,1,0,2363.8,true
2024-10-18 15:54:09,4194304,2,0,2349.34,true
2024-10-18 15:54:11,4194304,3,0,2355.85,true
2024-10-18 15:54:13,4194304,4,0,2349.57,true


Threads:,4
Timestamp,Array Length,Iteration,GPU Time (ms),CPU Time (ms),Is Correct
2024-10-18 15:54:15,4194304,0,0,1212.99,true
2024-10-18 15:54:16,4194304,1,0,1222.45,true
2024-10-18 15:54:17,4194304,2,0,1207.98,true
2024-10-18 15:54:18,4194304,3,0,1214.31,true
2024-10-18 15:54:20,4194304,4,0,1216.9,true


Threads:,8
Timestamp,Array Length,Iteration,GPU Time (ms),CPU Time (ms),Is Correct
2024-10-18 15:54:20,4194304,0,0,646.513,true
2024-10-18 15:54:21,4194304,1,0,637.836,true
2024-10-18 15:54:22,4194304,2,0,643.617,true
2024-10-18 15:54:23,4194304,3,0,648.109,true
2024-10-18 15:54:23,4194304,4,0,636.948,true


Threads:,16
Timestamp,Array Length,Iteration,GPU Time (ms),CPU Time (ms),Is Correct
2024-10-18 15:54:24,4194304,0,0,622.933,true
2024-10-18 15:54:25,4194304,1,0,632.532,true
2024-10-18 15:54:25,4194304,2,0,609.426,true
2024-10-18 15:54:26,4194304,3,0,622.942,true
2024-10-18 15:54:27,4194304,4,0,618.824,true


Threads:,32
Timestamp,Array Length,Iteration,GPU Time (ms),CPU Time (ms),Is Correct
2024-10-18 15:54:27,4194304,0,0,684.307,true
2024-10-18 15:54:28,4194304,1,0,686.879,true
2024-10-18 15:54:29,4194304,2,0,700.323,true
2024-10-18 15:54:30,4194304,3,0,688.976,true
2024-10-18 15:54:30,4194304,4,0,681.324,true


Threads:,64
Timestamp,Array Length,Iteration,GPU Time (ms),CPU Time (ms),Is Correct
2024-10-18 15:54:31,4194304,0,0,688.277,true
2024-10-18 15:54:32,4194304,1,0,711.636,true
2024-10-18 15:54:33,4194304,2,0,734.206,true
2024-10-18 15:54:34,4194304,3,0,817.329,true
2024-10-18 15:54:34,4194304,4,0,722.198,true


Threads:,128
Timestamp,Array Length,Iteration,GPU Time (ms),CPU Time (ms),Is Correct
2024-10-18 15:54:36,4194304,0,0,1070.79,true
2024-10-18 15:54:37,4194304,1,0,969.171,true
2024-10-18 15:54:38,4194304,2,0,970.526,true
2024-10-18 15:54:39,4194304,3,0,968.164,true
2024-10-18 15:54:40,4194304,4,0,965.82,true


